sigma,tau_by_transfers,tau_by_trains,tau,rho,delta_transfers,delta_trains,delta,v,v_t,v_e,e,e_s,e_m,A,L,baseline_bpc
0.13048968532546465,2.6666666666666665,2.0,2.0,1.0,3,4,4,31,23,8,48,46,2,734.3,184.6645933168762,216.28820772128887
