sigma,tau,rho,v,v_t,v_e,e,e_s,e_m,delta,A,L,baseline_bpc
0.3613114141561122,12.5,1.2217194570135748,238,221,17,657,376,281,2,778.2,1631.7343318730034,326.71439850836646
