sigma,tau_by_transfers,tau_by_trains,tau,rho,delta_transfers,delta_trains,delta,v,v_t,v_e,e,e_s,e_m,A,L,baseline_bpc
0.14011597358717928,3.0,2.25,2.25,1.1538461538461537,3,4,4,21,13,8,28,27,1,734.3,157.88921866810549,232.8182460588619
