sigma,tau,rho,v,v_t,v_e,e,e_s,e_m,delta,A,L,baseline_bpc
0.13048968532546465,2.6666666666666665,1.0,31,23,8,48,46,2,3,734.3,184.6645933168762,221.34087438795552
