sigma,tau_by_transfers,tau_by_trains,tau,rho,delta_transfers,delta_trains,delta,v,v_t,v_e,e,e_s,e_m,A,L,baseline_bpc
0.09947164537105092,4.0,2.0,2.0,1.0,1,2,2,14,10,4,21,20,1,734.3,137.07823161604492,214.89354359081858
