sigma,tau_by_transfers,tau_by_trains,tau,rho,delta_transfers,delta_trains,delta,v,v_t,v_e,e,e_s,e_m,A,L,baseline_bpc
0.4468730808904744,12.5,8.333333333333334,8.333333333333334,1.2217194570135748,2,3,3,238,221,17,657,376,281,629.2,1631.7343318730034,298.9823410630769
